iter	Logloss
784	0.3020856249
785	0.3019231399
786	0.3017422799
787	0.3017033755
788	0.3015466626
789	0.3014762999
790	0.3014512072
791	0.3013456624
792	0.3013159833
793	0.3012727926
794	0.3010707814
795	0.3009238167
796	0.3007296167
797	0.3006854056
798	0.3006489289
799	0.3005417855
800	0.3003634609
801	0.3002037826
802	0.3000783055
803	0.2999867364
804	0.2998275454
805	0.2996465421
806	0.2995335872
807	0.2994121144
808	0.2992688308
809	0.2991288892
810	0.2990755752
811	0.2989603162
812	0.2987750683
813	0.29863326
814	0.2984687127
815	0.2984423561
816	0.2983263731
817	0.2982232682
818	0.2980686582
819	0.2978913124
820	0.2977192505
821	0.2975768156
822	0.2974210481
823	0.2972987379
824	0.297265038
825	0.2970441261
826	0.2969095907
827	0.2967641812
828	0.2967103004
829	0.2966046357
830	0.296425813
831	0.2963281187
832	0.2962085195
833	0.2960781128
834	0.2960434381
835	0.2958375521
836	0.2956749781
837	0.295621831
838	0.2954108466
839	0.2952911874
840	0.2951155098
841	0.2950995493
842	0.2950237539
843	0.294939682
844	0.2947586834
845	0.2946779771
846	0.2944924459
847	0.2943337671
848	0.2941963908
849	0.2940854022
850	0.2940095644
851	0.2938849134
852	0.2937854485
853	0.2936897905
854	0.2935855518
855	0.2935407908
856	0.2933965944
857	0.2932425076
858	0.2931095821
859	0.2929578111
860	0.2928085303
861	0.2926093803
862	0.292410047
863	0.2923142895
864	0.292259417
865	0.292124337
866	0.2919617678
867	0.2918421259
868	0.2918278781
869	0.2916245074
870	0.2914637205
871	0.2913024578
872	0.2910551756
873	0.2909679731
874	0.2908981521
875	0.2908246728
876	0.290710793
877	0.2905933317
878	0.2905288282
879	0.2903403087
880	0.2902874208
881	0.2901474284
882	0.2900023963
883	0.2899330197
884	0.2897947389
885	0.289660856
886	0.2895218383
887	0.2894599873
888	0.2893089457
889	0.2891975472
890	0.2890454676
891	0.2889416912
892	0.2888067392
893	0.2886807892
894	0.2885196998
895	0.2883944488
896	0.2883096836
897	0.2882328025
898	0.2881188099
899	0.2880183311
900	0.287866432
901	0.2877913037
902	0.287714831
903	0.2876043414
904	0.2875228908
905	0.2874687541
906	0.2873797495
907	0.2872665332
908	0.2871415702
909	0.2870058877
910	0.2868928593
911	0.2867268284
912	0.286606745
913	0.2864701344
914	0.2863541535
915	0.2862621031
916	0.2861551612
917	0.2860221646
918	0.2859166022
919	0.2858183634
920	0.2857269498
921	0.2856306781
922	0.2855927878
923	0.2854583122
924	0.2852713341
925	0.2851609655
926	0.2850897867
927	0.2849695056
928	0.2847535822
929	0.2845998751
930	0.2844922213
931	0.2843786784
932	0.2842899563
933	0.2842049319
934	0.2841298221
935	0.2840194327
936	0.2839336384
937	0.2837831485
938	0.2837169232
939	0.2836093296
940	0.2834579282
941	0.2832896538
942	0.2831842457
943	0.283020857
944	0.2828690316
945	0.282711491
946	0.2826670874
947	0.2824061218
948	0.2823673574
949	0.2822476468
950	0.2821844518
951	0.2821052315
952	0.2820868929
953	0.2819305538
954	0.2818164359
955	0.2816629074
956	0.2815418726
957	0.2813634889
958	0.2812548336
959	0.2811234162
960	0.2809941791
961	0.2809198398
962	0.2808031502
963	0.2806422362
964	0.2805454581
965	0.2803370056
966	0.2802495499
967	0.2799840955
968	0.2797518653
969	0.2797365507
970	0.2796254757
971	0.2794936465
972	0.2794136338
973	0.2793309642
974	0.2792241697
975	0.2791161341
976	0.2789604697
977	0.2788244021
978	0.2787101558
979	0.2785603199
980	0.2785467459
981	0.27840854
982	0.2783380313
983	0.2782416068
984	0.2782093066
985	0.2781074256
986	0.2779735682
987	0.2779004868
988	0.2778113754
989	0.2776467836
990	0.277551202
991	0.2775144587
992	0.2774320335
993	0.2772655471
994	0.2771309139
995	0.2769959629
996	0.2768919723
997	0.2767679203
998	0.2766292559
999	0.2764729889
